record_id,Title,Authors,Publication_Venue,Year,Abstract,DOI
acm_00404,Topic Modelling Over Web Data,P. White,North American Chapter of the ACL,2020,This work addresses the problem of topic modelling over web data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1404/naacl.2020.00404
acm_00011,Robust Truth Discovery for Social Networks,"I. Okonkwo, E. Ferreira, N. Johansson, P. White",IEEE/CVF Conf. Computer Vision and Pattern Recognition,2011,We study the problem of robust truth discovery for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1011/cvpr.2011.00011
acm_00219,Anomaly Detection in the Wild,"F. Patel, P. Thomas, J. Hernandez, J. Martinez",Int. Conf. on Machine Learning,2003,We study the problem of anomaly detection in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1219/icml.2003.00219
acm_00097,Improving Sentiment Analysis with Hybrid Models,"J. Hernandez, M. Petrov",SIAM Int. Conf. on Data Mining,2001,We present a novel approach for improving sentiment analysis with hybrid models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1097/sdm.2001.00097
acm_00465,Explainable AI: A Context-Aware Approach,"M. Nguyen, A. Thompson",AAAI Conf. on Artificial Intelligence,2009,We present a novel approach for explainable ai: a context-aware approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1465/aaai.2009.00465
acm_00355,Weak Supervision with Adaptive Constraints,"P. Kumar, M. Brown, M. Nguyen, T. Dubois",Information Systems,2019,We study the problem of weak supervision with adaptive constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1355/is.2019.00355
acm_00113,Discriminative Differential Privacy: A Survey,"N. Johansson, R. Yamamoto",ACM Transactions on Knowledge Discovery from Data,2017,We introduce a new method for discriminative differential privacy: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1113/tkdd.2017.00113
acm_00236,Robust Bloom Filters for Spatial Data,J. Martinez,Journal of Machine Learning Research,2020,"In this paper, we propose robust bloom filters for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1236/jmlr.2020.00236
acm_00443,Efficient Relation Extraction: A Survey,"S. Fischer, Y. Müller, S. Cohen, S. Chen",ACM Transactions on Knowledge Discovery from Data,2011,We study the problem of efficient relation extraction: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1443/tkdd.2011.00443
acm_00234,Contrastive Learning in the Wild,"M. Petrov, D. Nakamura, E. Ferreira",The VLDB Journal,2018,This work addresses the problem of contrastive learning in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1234/vldbj.2018.00234
acm_00309,Information Extraction in the Wild,"L. Garcia, R. Rossi",Int. Conf. on Machine Learning,2021,We present a novel approach for information extraction in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1309/icml.2021.00309
acm_00334,Data Integration: Challenges and Opportunities,"W. Silva, D. Nakamura, A. Wilson",ACM Symposium on Principles of Database Systems,2022,This work addresses the problem of data integration: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1334/pods.2022.00334
acm_00265,Explainable AI with Context-Aware Constraints,"M. Nguyen, A. Thompson",Information Systems,2001,We study the problem of explainable ai with context-aware constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1265/is.2001.00265
acm_00428,Multi-Source Record Linkage: A Survey,D. Nakamura,Advances in Neural Information Processing Systems,2020,We study the problem of multi-source record linkage: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1428/neurips.2020.00428
acm_00047,Towards Semi-Supervised Transfer Learning,"L. Li, W. Silva, G. Jackson, D. Nakamura",Int. Conf. on Information and Knowledge Management,2023,We introduce a new method for towards semi-supervised transfer learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1047/cikm.2023.00047
acm_00010,Stream Processing with Generative Constraints,"A. Thompson, T. Dubois, M. Brown",Int. Conf. on Learning Representations,2010,We present a novel approach for stream processing with generative constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1010/iclr.2010.00010
acm_00308,Multi-Source Record Linkage: A Survey,D. Nakamura,Advances in Neural Information Processing Systems,2020,We study the problem of multi-source record linkage: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1308/neurips.2020.00308
acm_00273,Discriminative Differential Privacy at Scale,"N. Johansson, R. Yamamoto",Int. Conf. on Extending Database Technology,2009,This work addresses the problem of discriminative differential privacy at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1273/edbt.2009.00273
acm_00385,Explainable AI with Context-Aware Constraints,"M. Nguyen, A. Thompson",IS,2001,We study the problem of explainable ai with context-aware constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1385/is.2001.00385
acm_00271,Dense Retrieval for Social Networks,"A. Kovacs, E. Ferreira, N. Zhang, P. White",ACM SIGMOD Int. Conf. Management of Data,2007,We present a novel approach for dense retrieval for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1271/sigmod.2007.00271
acm_00149,Information Extraction Over Streaming Data,"L. Garcia, R. Rossi",Knowledge and Information Systems,2005,We study the problem of information extraction over streaming data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1149/kais.2005.00149
acm_00218,Joint Approximate Nearest Neighbour: A Survey,"R. Rossi, J. Martinez, W. Silva",Advances in Neural Information Processing Systems,2002,We introduce a new method for joint approximate nearest neighbour: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1218/neurips.2002.00218
acm_00075,Weak Supervision: A Adaptive Approach,"P. Kumar, M. Brown, M. Nguyen, T. Dubois",AAAI Conf. on Artificial Intelligence,2003,We study the problem of weak supervision: a adaptive approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1075/aaai.2003.00075
acm_00076,Bloom Filters for Spatial Data,J. Martinez,Int. Joint Conf. on Artificial Intelligence,2004,We introduce a new method for bloom filters for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1076/ijcai.2004.00076
acm_00122,Towards Parallel Graph Neural Networks,"A. Wilson, P. White, Y. Müller",IEEE Int. Conf. on Data Engineering,2002,We study the problem of towards parallel graph neural networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1122/icde.2002.00122
acm_00101,Robust Self-Supervised Learning for Financial Transactions,"G. Jackson, A. Wilson",IEEE/CVF Conf. Computer Vision and Pattern Recognition,2005,We study the problem of robust self-supervised learning for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1101/cvpr.2005.00101
acm_00426,Data Profiling via Heterogeneous Sources,"R. Yamamoto, S. Chen, P. Thomas",ACM SIGKDD Conf. on Knowledge Discovery and Data Mining,2018,This work addresses the problem of data profiling via heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1426/kdd.2018.00426
acm_00390,Text Classification: A Generative Approach,"M. Brown, T. Dubois, A. Thompson",Proc. VLDB Endowment,2006,We present a novel approach for text classification: a generative approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1390/vldb.2006.00390
acm_00263,Efficient LSH Hashing: A Survey,"R. Wang, Y. Müller, L. Garcia, S. Chen",ACM Transactions on Knowledge Discovery from Data,2023,"In this paper, we propose efficient lsh hashing: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1263/tkdd.2023.00263
acm_00133,Learning-Based Data Wrangling,"N. Zhang, R. Yamamoto",Conf. on Empirical Methods in Natural Language Processing,2013,This work addresses the problem of learning-based data wrangling. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1133/emnlp.2013.00133
acm_00037,Improving Column Stores with Hybrid Models,"O. O'Brien, M. Petrov",SIAM Int. Conf. on Data Mining,2013,We study the problem of improving column stores with hybrid models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1037/sdm.2013.00037
acm_00205,Collaborative Filtering with Context-Aware Constraints,"E. Kim, A. Thompson",Information Systems,2013,We introduce a new method for collaborative filtering with context-aware constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1205/is.2013.00205
acm_00293,Discriminative Data Wrangling: A Survey,"N. Zhang, R. Yamamoto",ACM Transactions on Knowledge Discovery from Data,2005,We present a novel approach for discriminative data wrangling: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1293/tkdd.2005.00293
acm_00048,Multi-Source Active Learning at Scale,C. Tanaka,ACM SIGIR Conf. on Research and Development in IR,2000,"In this paper, we propose multi-source active learning at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1048/sigir.2000.00048
acm_00237,Column Stores: From Theory to Practice,"O. O'Brien, M. Petrov",Artificial Intelligence,2021,We study the problem of column stores: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1237/aij.2021.00237
acm_00002,Towards Parallel Graph Neural Networks,"A. Wilson, P. White, Y. Müller",IEEE Int. Conf. on Data Engineering,2002,We study the problem of towards parallel graph neural networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1002/icde.2002.00002
acm_00115,Weak Supervision with Adaptive Constraints,"P. Kumar, M. Brown, M. Nguyen, T. Dubois",Information Systems,2020,We study the problem of weak supervision with adaptive constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1115/is.2019.00115
acm_00152,Towards Probabilistic Matrix Factorisation,D. Taylor,IEEE Int. Conf. on Data Engineering,2008,We introduce a new method for towards probabilistic matrix factorisation. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1152/icde.2008.00152
acm_00229,Information Extraction: Challenges and Opportunities,"L. Garcia, R. Rossi",Int. World Wide Web Conference,2013,We introduce a new method for information extraction: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1229/www.2013.00229
acm_00294,Data Integration in the Wild,"W. Silva, D. Nakamura, A. Wilson",The VLDB Journal,2006,"In this paper, we propose data integration in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1294/vldbj.2006.00294
acm_00346,Data Profiling for Heterogeneous Sources,"R. Yamamoto, S. Chen, P. Thomas",IJCAI,2010,We introduce a new method for data profiling for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1346/ijcai.2010.00346
acm_00190,Text Classification with Generative Constraints,"M. Brown, T. Dubois, A. Thompson",ICLR,2022,We present a novel approach for text classification with generative constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1190/iclr.2022.00190
acm_00327,Transfer Learning: From Theory to Practice,"L. Li, W. Silva, G. Jackson, D. Nakamura",Artificial Intelligence,2014,"In this paper, we propose transfer learning: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1327/aij.2015.00327
acm_00322,Improving Graph Neural Networks with Parallel Models,"A. Wilson, P. White, Y. Müller",ACM Transactions on Database Systems,2010,We study the problem of improving graph neural networks with parallel models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1322/tods.2010.00322
acm_00057,Sentiment Analysis: From Theory to Practice,"J. Hernandez, M. Petrov",Artificial Intelligence,2009,"In this paper, we propose sentiment analysis: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1057/aij.2009.00057
acm_00217,Improving Sentiment Analysis with Hybrid Models,"J. Hernandez, M. Petrov",SIAM Int. Conf. on Data Mining,2001,We present a novel approach for improving sentiment analysis with hybrid models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1217/sdm.2001.00217
acm_00328,Learning-Based Active Learning,C. Tanaka,Data Mining and Knowledge Discovery,2016,"In this paper, we propose learning-based active learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1328/dmkd.2016.00328
acm_00025,Explainable AI with Context-Aware Constraints,"M. Nguyen, A. Thompson",Information Systems,2001,We study the problem of explainable ai with context-aware constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1025/is.2001.00025
acm_00053,Discriminative Data Wrangling: A Survey,"N. Zhang, R. Yamamoto",ACM Transactions on Knowledge Discovery from Data,2005,We present a novel approach for discriminative data wrangling: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1053/tkdd.2005.00053
acm_00358,Learning-Based Causal Inference,"P. Thomas, J. Martinez, M. Petrov",Data Mining and Knowledge Discovery,2022,"In this paper, we propose learning-based causal inference. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1358/dmkd.2022.00358
acm_00110,A Generative Framework for Text Classification,"M. Brown, T. Dubois, A. Thompson",WSDM,2014,This work addresses the problem of a generative framework for text classification. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1110/wsdm.2014.00110
acm_00359,Duplicate Detection Over Open Government Data,"A. Sharma, P. Thomas, O. O'Brien, J. Martinez",Knowledge and Information Systems,2023,We introduce a new method for duplicate detection over open government data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1359/kais.2023.00359
acm_00302,Towards Parallel Data Augmentation,"E. Ferreira, P. White, R. Yamamoto",IEEE Int. Conf. on Data Engineering,2014,"In this paper, we propose towards parallel data augmentation. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1302/icde.2014.00302
acm_00353,Discriminative Differential Privacy: A Survey,"N. Johansson, R. Yamamoto",ACM Transactions on Knowledge Discovery from Data,2017,We introduce a new method for discriminative differential privacy: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1353/tkdd.2017.00353
acm_00088,Learning-Based Active Learning,C. Tanaka,Data Mining and Knowledge Discovery,2016,"In this paper, we propose learning-based active learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1088/dmkd.2016.00088
acm_00008,Multi-Source Active Learning: A Survey,C. Tanaka,Advances in Neural Information Processing Systems,2008,We present a novel approach for multi-source active learning: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1008/neurips.2008.00008
acm_00128,Multi-Source Active Learning: A Survey,C. Tanaka,Advances in Neural Information Processing Systems,2008,We present a novel approach for multi-source active learning: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1128/neurips.2008.00128
acm_00311,Robust Dense Retrieval for Social Networks,"A. Kovacs, E. Ferreira, N. Zhang, P. White",IEEE/CVF Conf. Computer Vision and Pattern Recognition,2023,"In this paper, we propose robust dense retrieval for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1311/cvpr.2023.00311
acm_00296,Robust Named Entity Recognition for Spatial Data,C. Deng,Journal of Machine Learning Research,2008,We study the problem of robust named entity recognition for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1296/jmlr.2008.00296
acm_00487,Improving Transfer Learning with Semi-Supervised Models,"L. Li, W. Silva, G. Jackson, D. Nakamura",SIAM Int. Conf. on Data Mining,2008,We present a novel approach for improving transfer learning with semi-supervised models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1487/sdm.2007.00487
acm_00092,Towards Probabilistic Data Cleaning,S. Chen,IEEE Int. Conf. on Data Engineering,2020,We study the problem of towards probabilistic data cleaning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1092/icde.2020.00092
acm_00111,Dense Retrieval via Social Networks,"A. Kovacs, E. Ferreira, N. Zhang, P. White",IEEE Transactions on Knowledge and Data Engineering,2015,We present a novel approach for dense retrieval via social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1111/tkde.2015.00111
acm_00054,Data Integration in the Wild,"W. Silva, D. Nakamura, A. Wilson",The VLDB Journal,2006,"In this paper, we propose data integration in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1054/vldbj.2006.00054
acm_00167,Towards Semi-Supervised Transfer Learning,"L. Li, W. Silva, G. Jackson, D. Nakamura",Int. Conf. on Information and Knowledge Management,2023,We introduce a new method for towards semi-supervised transfer learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1167/cikm.2023.00167
acm_00066,Data Profiling via Heterogeneous Sources,"R. Yamamoto, S. Chen, P. Thomas",ACM SIGKDD Conf. on Knowledge Discovery and Data Mining,2018,This work addresses the problem of data profiling via heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1066/kdd.2018.00066
acm_00124,Topic Modelling: Challenges and Opportunities,P. White,ACM Symposium on Principles of Database Systems,2004,"In this paper, we propose topic modelling: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1124/pods.2004.00124
acm_00160,Query Processing with Scalable Constraints,J. Smith,Int. Conf. on Learning Representations,2016,We study the problem of query processing with scalable constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1160/iclr.2016.00160
acm_00494,Data Integration Over IoT Sensor Data,"W. Silva, D. Nakamura, A. Wilson",North American Chapter of the ACL,2014,We introduce a new method for data integration over iot sensor data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1494/naacl.2014.00494
acm_00318,Joint Causal Inference at Scale,"P. Thomas, J. Martinez, M. Petrov",SIGIR,2006,We present a novel approach for joint causal inference at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1318/sigir.2006.00318
acm_00129,Scalable Indexing in the Wild,"S. Cohen, R. Rossi",Int. Conf. on Machine Learning,2009,"In this paper, we propose scalable indexing in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1129/icml.2009.00129
acm_00345,Explainable AI: A Context-Aware Approach,"M. Nguyen, A. Thompson",AAAI Conf. on Artificial Intelligence,2009,We present a novel approach for explainable ai: a context-aware approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1345/aaai.2009.00345
acm_00100,Federated Learning with Scalable Constraints,T. Dubois,Int. Conf. on Learning Representations,2004,"In this paper, we propose federated learning with scalable constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1100/iclr.2004.00100
acm_00407,Towards Semi-Supervised Transfer Learning,"L. Li, W. Silva, G. Jackson, D. Nakamura",Int. Conf. on Information and Knowledge Management,2023,We introduce a new method for towards semi-supervised transfer learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1407/cikm.2023.00407
acm_00333,Discriminative Data Wrangling at Scale,"N. Zhang, R. Yamamoto",Int. Conf. on Extending Database Technology,2021,We introduce a new method for discriminative data wrangling at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1333/edbt.2021.00333
acm_00321,Schema Matching via Financial Transactions,"A. Lee, A. Wilson",IEEE Transactions on Knowledge and Data Engineering,2009,We present a novel approach for schema matching via financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1321/tkde.2009.00321
acm_00215,A Adaptive Framework for Knowledge Graph Embedding,"E. Anderson, M. Brown, E. Kim, T. Dubois",IEEE Int. Conf. on Data Mining,2023,We present a novel approach for a adaptive framework for knowledge graph embedding. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1215/icdm.2023.00215
acm_00134,Data Integration Over IoT Sensor Data,"W. Silva, D. Nakamura, A. Wilson",North American Chapter of the ACL,2014,We introduce a new method for data integration over iot sensor data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1134/naacl.2014.00134
acm_00019,Anomaly Detection: Challenges and Opportunities,"F. Patel, P. Thomas, J. Hernandez, J. Martinez",Int. World Wide Web Conference,2019,We present a novel approach for anomaly detection: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1019/www.2019.00019
acm_00431,Robuts Dense Retrieval for Social Networks,"A. Kovacs, E. Ferreira, N. Zhang, P. White",IEEE/CVF Conf. Computer Vision and Pattern Recognition,2023,"In this paper, we propose robust dense retrieval for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1431/cvpr.2023.00431
acm_00372,Data Cleaning: From Theory to Practice,S. Chen,Annual Meeting of the Association for Computational Linguistics,2012,"In this paper, we propose data cleaning: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1372/acl.2012.00372
acm_00496,Named Entity Recognition for Spatial Data,C. Deng,Int. Joint Conf. on Artificial Intelligence,2016,"In this paper, we propose named entity recognition for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1496/ijcai.2016.00496
acm_00254,Data Integration Over IoT Sensor Data,"W. Silva, D. Nakamura, A. Wilson",North American Chapter of the ACL,2014,We introduce a new method for data integration over iot sensor data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1254/naacl.2014.00254
acm_00484,Topic Modelling: Challenges and Opportunities,P. White,ACM Symposium on Principles of Database Systems,2004,"In this paper, we propose topic modelling: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1484/pods.2004.00484
acm_00370,Stream Processing with Generative Constraints,"A. Thompson, T. Dubois, M. Brown",Int. Conf. on Learning Representations,2010,We present a novel approach for stream processing with generative constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1370/iclr.2010.00370
acm_00352,Improving Matrix Factorisation with Probabilistic Models,D. Taylor,ACM Transactions on Database Systems,2016,We introduce a new method for improving matrix factorisation with probabilistic models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1352/tods.2016.00352
acm_00444,Topic Modelling in the Wild,P. White,The VLDB Journal,2012,We study the problem of topic modelling in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1444/vldbj.2012.00444
acm_00189,Inofrmation Extraction in the Wild,"L. Garcia, R. Rossi",Int. Conf. on Machine Learning,2021,We present a novel approach for information extraction in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1189/icml.2021.00189
acm_00009,Scalable Indexing in the Wild,"S. Cohen, R. Rossi",Int. Conf. on Machine Learning,2009,"In this paper, we propose scalable indexing in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1009/icml.2009.00009
acm_00039,Duplicate Detection in the Wild,"A. Sharma, P. Thomas, O. O'Brien, J. Martinez",Int. Conf. on Machine Learning,2015,We present a novel approach for duplicate detection in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1039/icml.2015.00039
acm_00155,A Adaptive Framework for Weak Supervision,"P. Kumar, M. Brown, M. Nguyen, T. Dubois",IEEE Int. Conf. on Data Mining,2011,"In this paper, we propose a adaptive framework for weak supervision. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1155/icdm.2011.00155
acm_00243,Efficient Relation Extraction at Scale,"S. Fischer, Y. Müller, S. Cohen, S. Chen",Int. Conf. on Extending Database Technology,2003,This work addresses the problem of efficient relation extraction at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1243/edbt.2003.00243
acm_00224,Data Fusion Over Web Data,K. Johnson,NAACL,2008,We study the problem of data fusion over web data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1224/naacl.2008.00224
acm_00031,Dense Retrieval for Social Networks,"A. Kovacs, E. Ferreira, N. Zhang, P. White",ACM SIGMOD Int. Conf. Management of Data,2007,We present a novel approach for dense retrieval for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1031/sigmod.2007.00031
acm_00472,Improving Matrix Factorisation with Probabilistic Models,D. Taylor,ACM Transactions on Database Systems,2016,We introduce a new method for improving matrix factorisation with probabilistic models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1472/tods.2016.00472
acm_00454,Data Integration: Challenges and Opportunities,"W. Silva, D. Nakamura, A. Wilson",ACM Symposium on Principles of Database Systems,2022,This work addresses the problem of data integration: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1454/pods.2022.00454
acm_00168,Multi-Source Active Learning at Scale,C. Tanaka,ACM SIGIR Conf. on Research and Development in IR,2000,"In this paper, we propose multi-source active learning at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1168/sigir.2000.00168
acm_00336,Named Entity Recognition via Spatial Data,C. Deng,ACM SIGKDD Conf. on Knowledge Discovery and Data Mining,2000,This work addresses the problem of named entity recognition via spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1336/kdd.2000.00336
acm_00153,Discriminative Differential Privacy at Scale,"N. Johansson, R. Yamamoto",Int. Conf. on Extending Database Technology,2009,This work addresses the problem of discriminative differential privacy at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1153/edbt.2009.00153
acm_00107,Towards Semi-Supervised Entity Resolution,"M. Harris, W. Silva, A. Lee, D. Nakamura",Int. Conf. on Information and Knowledge Management,2011,We study the problem of towards semi-supervised entity resolution. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1107/cikm.2011.00107
acm_00080,A Scalable Framework for Query Processing,J. Smith,ACM Int. Conf. on Web Search and Data Mining,2008,This work addresses the problem of a scalable framework for query processing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1080/wsdm.2008.00080
acm_00275,A Adaptive Framework for Weak Supervision,"P. Kumar, M. Brown, M. Nguyen, T. Dubois",IEEE Int. Conf. on Data Mining,2011,"In this paper, we propose a adaptive framework for weak supervision. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1275/icdm.2011.00275
acm_00043,Learning-Based Relation Extraction,"S. Fischer, Y. Müller, S. Cohen, S. Chen",Conf. on Empirical Methods in Natural Language Processing,2019,This work addresses the problem of learning-based relation extraction. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1043/emnlp.2019.00043
acm_00319,Duplicate Detection: Challenges and Opportunities,"A. Sharma, P. Thomas, O. O'Brien, J. Martinez",Int. World Wide Web Conference,2006,We study the problem of duplicate detection: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1319/www.2007.00319
acm_00441,Schema Matching via Financial Transactions,"A. Lee, A. Wilson",IEEE Transactions on Knowledge and Data Engineering,2009,We present a novel approach for schema matching via financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1441/tkde.2009.00441
acm_00116,Robust Bloom Filters for Spatial Data,J. Martinez,Journal of Machine Learning Research,2020,"In this paper, we propose robust bloom filters for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1116/jmlr.2020.00116
acm_00338,Joint Approximate Nearest Neighbour: A Survey,"R. Rossi, J. Martinez, W. Silva",Advances in Neural Information Processing Systems,2002,We introduce a new method for joint approximate nearest neighbour: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1338/neurips.2002.00338
