entity_id,title,authors,venue,year,abstract,doi
232,Improving Matrix Factorisation with Probabilistic Models,"Taylor, D.",TODS,2016,We introduce a new method for improving matrix factorisation with probabilistic models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1232/tods.2016.00232
233,Discriminative Differential Privacy: A Survey,"Johansson, N. and Yamamoto, R.",TKDD,2017,We introduce a new method for discriminative differential privacy: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1233/tkdd.2017.00233
234,Contrastive Learning in the Wild,"Petrov, M. and Nakamura, D. and Ferreira, E.",VLDBJ,2018,This work addresses the problem of contrastive learning in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1234/vldbj.2018.00234
235,Weak Supervision with Adaptive Constraints,"Kumar, P. and Brown, M. and Nguyen, M. and Dubois, T.",IS,2019,We study the problem of weak supervision with adaptive constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1235/is.2019.00235
236,Robust Bloom Filters for Spatial Data,"Martinez, J.",JMLR,2020,"In this paper, we propose robust bloom filters for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1236/jmlr.2020.00236
237,Column Stores: From Theory to Practice,"O'Brien, O. and Petrov, M.",AIJ,2021,We study the problem of column stores: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1237/aij.2021.00237
238,Learning-Based Causal Inference,"Thomas, P. and Martinez, J. and Petrov, M.",DMKD,2022,"In this paper, we propose learning-based causal inference. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1238/dmkd.2022.00238
239,Duplicate Detection Over Open Government Data,"Sharma, A. and Thomas, P. and O'Brien, O. and Martinez, J.",KAIS,2023,We introduce a new method for duplicate detection over open government data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1239/kais.2023.00239
240,Query Processing: A Scalable Approach,"Smith, J.",VLDB,2000,This work addresses the problem of query processing: a scalable approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1240/vldb.2000.00240
241,Schema Matching for Financial Transactions,"Lee, A. and Wilson, A.",SIGMOD,2001,"In this paper, we propose schema matching for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1241/sigmod.2001.00241
242,Towards Parallel Graph Neural Networks,"Wilson, A. and White, P. and Müller, Y.",ICDE,2002,We study the problem of towards parallel graph neural networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1242/icde.2002.00242
243,Efficient Relation Extraction at Scale,"Fischer, S. and Müller, Y. and Cohen, S. and Chen, S.",EDBT,2003,This work addresses the problem of efficient relation extraction at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1243/edbt.2003.00243
244,Topic Modelling: Challenges and Opportunities,"White, P.",PODS,2004,"In this paper, we propose topic modelling: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1244/pods.2004.00244
245,A Context-Aware Framework for Collaborative Filtering,"Kim, E. and Thompson, A.",ICDM,2005,"In this paper, we propose a context-aware framework for collaborative filtering. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1245/icdm.2005.00245
246,Time Series Forecasting via Heterogeneous Sources,"Müller, Y. and Chen, S. and Rossi, R.",KDD,2006,"In this paper, we propose time series forecasting via heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1246/kdd.2006.00246
247,Improving Transfer Learning with Semi-Supervised Models,"Li, L. and Silva, W. and Jackson, G. and Nakamura, D.",SDM,2007,We present a novel approach for improving transfer learning with semi-supervised models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1247/sdm.2007.00247
248,Multi-Source Active Learning: A Survey,"Tanaka, C.",NeurIPS,2008,We present a novel approach for multi-source active learning: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1248/neurips.2008.00248
249,Scalable Indexing in the Wild,"Cohen, S. and Rossi, R.",ICML,2009,"In this paper, we propose scalable indexing in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1249/icml.2009.00249
250,Stream Processing with Generative Constraints,"Thompson, A. and Dubois, T. and Brown, M.",ICLR,2010,We present a novel approach for stream processing with generative constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1250/iclr.2010.00250
251,Robust Truth Discovery for Social Networks,"Okonkwo, I. and Ferreira, E. and Johansson, N. and White, P.",CVPR,2011,We study the problem of robust truth discovery for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1251/cvpr.2011.00251
252,Data Cleaning: From Theory to Practice,"Chen, S.",ACL,2012,"In this paper, we propose data cleaning: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1252/acl.2012.00252
253,Learning-Based Data Wrangling,"Zhang, N. and Yamamoto, R.",EMNLP,2013,This work addresses the problem of learning-based data wrangling. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1253/emnlp.2013.00253
254,Data Integration Over IoT Sensor Data,"Silva, W. and Nakamura, D. and Wilson, A.",NAACL,2014,We introduce a new method for data integration over iot sensor data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1254/naacl.2014.00254
255,Knowledge Graph Embedding: A Adaptive Approach,"Anderson, E. and Brown, M. and Kim, E. and Dubois, T.",AAAI,2015,"In this paper, we propose knowledge graph embedding: a adaptive approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1255/aaai.2015.00255
256,Named Entity Recognition for Spatial Data,"Deng, C.",IJCAI,2016,"In this paper, we propose named entity recognition for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1256/ijcai.2016.00256
257,Towards Hybrid Sentiment Analysis,"Hernandez, J. and Petrov, M.",CIKM,2017,This work addresses the problem of towards hybrid sentiment analysis. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1257/cikm.2017.00257
258,Joint Approximate Nearest Neighbour at Scale,"Rossi, R. and Martinez, J. and Silva, W.",SIGIR,2018,We present a novel approach for joint approximate nearest neighbour at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1258/sigir.2018.00258
259,Anomaly Detection: Challenges and Opportunities,"Patel, F. and Thomas, P. and Hernandez, J. and Martinez, J.",WWW,2019,We present a novel approach for anomaly detection: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1259/www.2019.00259
260,A Scalable Framework for Federated Learning,"Dubois, T.",WSDM,2020,We present a novel approach for a scalable framework for federated learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1260/wsdm.2020.00260
261,Self-Supervised Learning via Financial Transactions,"Jackson, G. and Wilson, A.",TKDE,2021,We present a novel approach for self-supervised learning via financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1261/tkde.2021.00261
262,Improving Data Augmentation with Parallel Models,"Ferreira, E. and White, P. and Yamamoto, R.",TODS,2022,We introduce a new method for improving data augmentation with parallel models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1262/tods.2022.00262
263,Efficient LSH Hashing: A Survey,"Wang, R. and Müller, Y. and Garcia, L. and Chen, S.",TKDD,2023,"In this paper, we propose efficient lsh hashing: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1263/tkdd.2023.00263
264,Data Fusion in the Wild,"Johnson, K.",VLDBJ,2000,This work addresses the problem of data fusion in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1264/vldbj.2000.00264
265,Explainable AI with Context-Aware Constraints,"Nguyen, M. and Thompson, A.",IS,2001,We study the problem of explainable ai with context-aware constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1265/is.2001.00265
266,Robust Data Profiling for Heterogeneous Sources,"Yamamoto, R. and Chen, S. and Thomas, P.",JMLR,2002,"In this paper, we propose robust data profiling for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1266/jmlr.2002.00266
267,Entity Resolution: From Theory to Practice,"Harris, M. and Silva, W. and Lee, A. and Nakamura, D.",AIJ,2003,We present a novel approach for entity resolution: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1267/aij.2003.00267
268,Learning-Based Record Linkage,"Nakamura, D.",DMKD,2004,We study the problem of learning-based record linkage. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1268/dmkd.2004.00268
269,Information Extraction Over Streaming Data,"Garcia, L. and Rossi, R.",KAIS,2005,We study the problem of information extraction over streaming data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1269/kais.2005.00269
270,Text Classification: A Generative Approach,"Brown, M. and Dubois, T. and Thompson, A.",VLDB,2006,We present a novel approach for text classification: a generative approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1270/vldb.2006.00270
271,Dense Retrieval for Social Networks,"Kovacs, A. and Ferreira, E. and Zhang, N. and White, P.",SIGMOD,2007,We present a novel approach for dense retrieval for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1271/sigmod.2007.00271
272,Towards Probabilistic Matrix Factorisation,"Taylor, D.",ICDE,2008,We introduce a new method for towards probabilistic matrix factorisation. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1272/icde.2008.00272
273,Discriminative Differential Privacy at Scale,"Johansson, N. and Yamamoto, R.",EDBT,2009,This work addresses the problem of discriminative differential privacy at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1273/edbt.2009.00273
274,Contrastive Learning: Challenges and Opportunities,"Petrov, M. and Nakamura, D. and Ferreira, E.",PODS,2010,This work addresses the problem of contrastive learning: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1274/pods.2010.00274
275,A Adaptive Framework for Weak Supervision,"Kumar, P. and Brown, M. and Nguyen, M. and Dubois, T.",ICDM,2011,"In this paper, we propose a adaptive framework for weak supervision. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1275/icdm.2011.00275
276,Bloom Filters via Spatial Data,"Martinez, J.",KDD,2012,We present a novel approach for bloom filters via spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1276/kdd.2012.00276
277,Improving Column Stores with Hybrid Models,"O'Brien, O. and Petrov, M.",SDM,2013,We study the problem of improving column stores with hybrid models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1277/sdm.2013.00277
278,Joint Causal Inference: A Survey,"Thomas, P. and Martinez, J. and Petrov, M.",NeurIPS,2014,We introduce a new method for joint causal inference: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1278/neurips.2014.00278
279,Duplicate Detection in the Wild,"Sharma, A. and Thomas, P. and O'Brien, O. and Martinez, J.",ICML,2015,We present a novel approach for duplicate detection in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1279/icml.2015.00279
280,Query Processing with Scalable Constraints,"Smith, J.",ICLR,2016,We study the problem of query processing with scalable constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1280/iclr.2016.00280
281,Robust Schema Matching for Financial Transactions,"Lee, A. and Wilson, A.",CVPR,2017,"In this paper, we propose robust schema matching for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1281/cvpr.2017.00281
282,Graph Neural Networks: From Theory to Practice,"Wilson, A. and White, P. and Müller, Y.",ACL,2018,"In this paper, we propose graph neural networks: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1282/acl.2018.00282
283,Learning-Based Relation Extraction,"Fischer, S. and Müller, Y. and Cohen, S. and Chen, S.",EMNLP,2019,This work addresses the problem of learning-based relation extraction. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1283/emnlp.2019.00283
284,Topic Modelling Over Web Data,"White, P.",NAACL,2020,This work addresses the problem of topic modelling over web data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1284/naacl.2020.00284
285,Collaborative Filtering: A Context-Aware Approach,"Kim, E. and Thompson, A.",AAAI,2021,This work addresses the problem of collaborative filtering: a context-aware approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1285/aaai.2021.00285
286,Time Series Forecasting for Heterogeneous Sources,"Müller, Y. and Chen, S. and Rossi, R.",IJCAI,2022,This work addresses the problem of time series forecasting for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1286/ijcai.2022.00286
287,Towards Semi-Supervised Transfer Learning,"Li, L. and Silva, W. and Jackson, G. and Nakamura, D.",CIKM,2023,We introduce a new method for towards semi-supervised transfer learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1287/cikm.2023.00287
288,Multi-Source Active Learning at Scale,"Tanaka, C.",SIGIR,2000,"In this paper, we propose multi-source active learning at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1288/sigir.2000.00288
289,Scalable Indexing: Challenges and Opportunities,"Cohen, S. and Rossi, R.",WWW,2001,This work addresses the problem of scalable indexing: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1289/www.2001.00289
290,A Generative Framework for Stream Processing,"Thompson, A. and Dubois, T. and Brown, M.",WSDM,2002,We present a novel approach for a generative framework for stream processing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1290/wsdm.2002.00290
291,Truth Discovery via Social Networks,"Okonkwo, I. and Ferreira, E. and Johansson, N. and White, P.",TKDE,2003,We study the problem of truth discovery via social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1291/tkde.2003.00291
292,Improving Data Cleaning with Probabilistic Models,"Chen, S.",TODS,2004,We introduce a new method for improving data cleaning with probabilistic models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1292/tods.2004.00292
293,Discriminative Data Wrangling: A Survey,"Zhang, N. and Yamamoto, R.",TKDD,2005,We present a novel approach for discriminative data wrangling: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1293/tkdd.2005.00293
294,Data Integration in the Wild,"Silva, W. and Nakamura, D. and Wilson, A.",VLDBJ,2006,"In this paper, we propose data integration in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1294/vldbj.2006.00294
295,Knowledge Graph Embedding with Adaptive Constraints,"Anderson, E. and Brown, M. and Kim, E. and Dubois, T.",IS,2007,"In this paper, we propose knowledge graph embedding with adaptive constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1295/is.2007.00295
296,Robust Named Entity Recognition for Spatial Data,"Deng, C.",JMLR,2008,We study the problem of robust named entity recognition for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1296/jmlr.2008.00296
297,Sentiment Analysis: From Theory to Practice,"Hernandez, J. and Petrov, M.",AIJ,2009,"In this paper, we propose sentiment analysis: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1297/aij.2009.00297
298,Learning-Based Approximate Nearest Neighbour,"Rossi, R. and Martinez, J. and Silva, W.",DMKD,2010,We present a novel approach for learning-based approximate nearest neighbour. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1298/dmkd.2010.00298
299,Anomaly Detection Over Open Government Data,"Patel, F. and Thomas, P. and Hernandez, J. and Martinez, J.",KAIS,2011,We present a novel approach for anomaly detection over open government data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1299/kais.2011.00299
300,Federated Learning: A Scalable Approach,"Dubois, T.",VLDB,2012,"In this paper, we propose federated learning: a scalable approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1300/vldb.2012.00300
301,Self-Supervised Learning for Financial Transactions,"Jackson, G. and Wilson, A.",SIGMOD,2013,We present a novel approach for self-supervised learning for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1301/sigmod.2013.00301
302,Towards Parallel Data Augmentation,"Ferreira, E. and White, P. and Yamamoto, R.",ICDE,2014,"In this paper, we propose towards parallel data augmentation. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1302/icde.2014.00302
303,Efficient LSH Hashing at Scale,"Wang, R. and Müller, Y. and Garcia, L. and Chen, S.",EDBT,2015,This work addresses the problem of efficient lsh hashing at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1303/edbt.2015.00303
304,Data Fusion: Challenges and Opportunities,"Johnson, K.",PODS,2016,This work addresses the problem of data fusion: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1304/pods.2016.00304
305,A Context-Aware Framework for Explainable AI,"Nguyen, M. and Thompson, A.",ICDM,2017,This work addresses the problem of a context-aware framework for explainable ai. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1305/icdm.2017.00305
306,Data Profiling via Heterogeneous Sources,"Yamamoto, R. and Chen, S. and Thomas, P.",KDD,2018,This work addresses the problem of data profiling via heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1306/kdd.2018.00306
307,Improving Entity Resolution with Semi-Supervised Models,"Harris, M. and Silva, W. and Lee, A. and Nakamura, D.",SDM,2019,We present a novel approach for improving entity resolution with semi-supervised models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1307/sdm.2019.00307
308,Multi-Source Record Linkage: A Survey,"Nakamura, D.",NeurIPS,2020,We study the problem of multi-source record linkage: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1308/neurips.2020.00308
309,Information Extraction in the Wild,"Garcia, L. and Rossi, R.",ICML,2021,We present a novel approach for information extraction in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1309/icml.2021.00309
310,Text Classification with Generative Constraints,"Brown, M. and Dubois, T. and Thompson, A.",ICLR,2022,We present a novel approach for text classification with generative constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1310/iclr.2022.00310
311,Robust Dense Retrieval for Social Networks,"Kovacs, A. and Ferreira, E. and Zhang, N. and White, P.",CVPR,2023,"In this paper, we propose robust dense retrieval for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1311/cvpr.2023.00311
312,Matrix Factorisation: From Theory to Practice,"Taylor, D.",ACL,2000,This work addresses the problem of matrix factorisation: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1312/acl.2000.00312
313,Learning-Based Differential Privacy,"Johansson, N. and Yamamoto, R.",EMNLP,2001,This work addresses the problem of learning-based differential privacy. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1313/emnlp.2001.00313
314,Contrastive Learning Over IoT Sensor Data,"Petrov, M. and Nakamura, D. and Ferreira, E.",NAACL,2002,We study the problem of contrastive learning over iot sensor data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1314/naacl.2002.00314
315,Weak Supervision: A Adaptive Approach,"Kumar, P. and Brown, M. and Nguyen, M. and Dubois, T.",AAAI,2003,We study the problem of weak supervision: a adaptive approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1315/aaai.2003.00315
316,Bloom Filters for Spatial Data,"Martinez, J.",IJCAI,2004,We introduce a new method for bloom filters for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1316/ijcai.2004.00316
317,Towards Hybrid Column Stores,"O'Brien, O. and Petrov, M.",CIKM,2005,"In this paper, we propose towards hybrid column stores. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1317/cikm.2005.00317
318,Joint Causal Inference at Scale,"Thomas, P. and Martinez, J. and Petrov, M.",SIGIR,2006,We present a novel approach for joint causal inference at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1318/sigir.2006.00318
319,Duplicate Detection: Challenges and Opportunities,"Sharma, A. and Thomas, P. and O'Brien, O. and Martinez, J.",WWW,2007,We study the problem of duplicate detection: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1319/www.2007.00319
320,A Scalable Framework for Query Processing,"Smith, J.",WSDM,2008,This work addresses the problem of a scalable framework for query processing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1320/wsdm.2008.00320
321,Schema Matching via Financial Transactions,"Lee, A. and Wilson, A.",TKDE,2009,We present a novel approach for schema matching via financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1321/tkde.2009.00321
322,Improving Graph Neural Networks with Parallel Models,"Wilson, A. and White, P. and Müller, Y.",TODS,2010,We study the problem of improving graph neural networks with parallel models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1322/tods.2010.00322
323,Efficient Relation Extraction: A Survey,"Fischer, S. and Müller, Y. and Cohen, S. and Chen, S.",TKDD,2011,We study the problem of efficient relation extraction: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1323/tkdd.2011.00323
324,Topic Modelling in the Wild,"White, P.",VLDBJ,2012,We study the problem of topic modelling in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1324/vldbj.2012.00324
325,Collaborative Filtering with Context-Aware Constraints,"Kim, E. and Thompson, A.",IS,2013,We introduce a new method for collaborative filtering with context-aware constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1325/is.2013.00325
326,Robust Time Series Forecasting for Heterogeneous Sources,"Müller, Y. and Chen, S. and Rossi, R.",JMLR,2014,This work addresses the problem of robust time series forecasting for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1326/jmlr.2014.00326
327,Transfer Learning: From Theory to Practice,"Li, L. and Silva, W. and Jackson, G. and Nakamura, D.",AIJ,2015,"In this paper, we propose transfer learning: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1327/aij.2015.00327
328,Learning-Based Active Learning,"Tanaka, C.",DMKD,2016,"In this paper, we propose learning-based active learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1328/dmkd.2016.00328
329,Scalable Indexing Over Streaming Data,"Cohen, S. and Rossi, R.",KAIS,2017,This work addresses the problem of scalable indexing over streaming data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1329/kais.2017.00329
330,Stream Processing: A Generative Approach,"Thompson, A. and Dubois, T. and Brown, M.",VLDB,2018,We present a novel approach for stream processing: a generative approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1330/vldb.2018.00330
331,Truth Discovery for Social Networks,"Okonkwo, I. and Ferreira, E. and Johansson, N. and White, P.",SIGMOD,2019,We introduce a new method for truth discovery for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1331/sigmod.2019.00331
332,Towards Probabilistic Data Cleaning,"Chen, S.",ICDE,2020,We study the problem of towards probabilistic data cleaning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1332/icde.2020.00332
333,Discriminative Data Wrangling at Scale,"Zhang, N. and Yamamoto, R.",EDBT,2021,We introduce a new method for discriminative data wrangling at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1333/edbt.2021.00333
334,Data Integration: Challenges and Opportunities,"Silva, W. and Nakamura, D. and Wilson, A.",PODS,2022,This work addresses the problem of data integration: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1334/pods.2022.00334
335,A Adaptive Framework for Knowledge Graph Embedding,"Anderson, E. and Brown, M. and Kim, E. and Dubois, T.",ICDM,2023,We present a novel approach for a adaptive framework for knowledge graph embedding. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1335/icdm.2023.00335
336,Named Entity Recognition via Spatial Data,"Deng, C.",KDD,2000,This work addresses the problem of named entity recognition via spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1336/kdd.2000.00336
337,Improving Sentiment Analysis with Hybrid Models,"Hernandez, J. and Petrov, M.",SDM,2001,We present a novel approach for improving sentiment analysis with hybrid models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1337/sdm.2001.00337
338,Joint Approximate Nearest Neighbour: A Survey,"Rossi, R. and Martinez, J. and Silva, W.",NeurIPS,2002,We introduce a new method for joint approximate nearest neighbour: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1338/neurips.2002.00338
339,Anomaly Detection in the Wild,"Patel, F. and Thomas, P. and Hernandez, J. and Martinez, J.",ICML,2003,We study the problem of anomaly detection in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1339/icml.2003.00339
340,Federated Learning with Scalable Constraints,"Dubois, T.",ICLR,2004,"In this paper, we propose federated learning with scalable constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1340/iclr.2004.00340
341,Robust Self-Supervised Learning for Financial Transactions,"Jackson, G. and Wilson, A.",CVPR,2005,We study the problem of robust self-supervised learning for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1341/cvpr.2005.00341
342,Data Augmentation: From Theory to Practice,"Ferreira, E. and White, P. and Yamamoto, R.",ACL,2006,We introduce a new method for data augmentation: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1342/acl.2006.00342
343,Learning-Based LSH Hashing,"Wang, R. and Müller, Y. and Garcia, L. and Chen, S.",EMNLP,2007,"In this paper, we propose learning-based lsh hashing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1343/emnlp.2007.00343
344,Data Fusion Over Web Data,"Johnson, K.",NAACL,2008,We study the problem of data fusion over web data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1344/naacl.2008.00344
345,Explainable AI: A Context-Aware Approach,"Nguyen, M. and Thompson, A.",AAAI,2009,We present a novel approach for explainable ai: a context-aware approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1345/aaai.2009.00345
346,Data Profiling for Heterogeneous Sources,"Yamamoto, R. and Chen, S. and Thomas, P.",IJCAI,2010,We introduce a new method for data profiling for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1346/ijcai.2010.00346
347,Towards Semi-Supervised Entity Resolution,"Harris, M. and Silva, W. and Lee, A. and Nakamura, D.",CIKM,2011,We study the problem of towards semi-supervised entity resolution. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1347/cikm.2011.00347
